,data,companyia,producte,paquet,garantia,cobertura
194,2022-03-25 20:37:39,Seguros Bilbao,Auto,Todo riesgo sin franquicia,Asistencia en viaje amplia,Incluido
195,2022-03-25 20:37:39,Seguros Bilbao,Auto,Todo riesgo sin franquicia,Accidentes corporales del conductor,Incluido
196,2022-03-25 20:37:39,Seguros Bilbao,Auto,Todo riesgo sin franquicia,Accidentes ocupantes,Incluido
197,2022-03-25 20:37:39,Seguros Bilbao,Auto,Todo riesgo sin franquicia,Gastos de sepelio,Incluido
198,2022-03-25 20:37:39,Seguros Bilbao,Auto,Todo riesgo sin franquicia,Vehículo de sustitución,Incluido
199,2022-03-25 20:37:39,Seguros Bilbao,Auto,Todo riesgo sin franquicia,Limpieza del vehículo,Incluido
200,2022-03-25 20:37:39,Seguros Bilbao,Auto,Todo riesgo sin franquicia,Gastos de ITV tras accidente garantizado,Incluido
201,2022-03-25 20:37:39,Seguros Bilbao,Auto,Todo riesgo sin franquicia,Servicio de peritación en daños no cubiertos,Incluido
202,2022-03-25 20:37:39,Seguros Bilbao,Auto,Todo riesgo sin franquicia,Duplicado de llaves,Incluido
203,2022-03-25 20:37:39,Seguros Bilbao,Auto,Todo riesgo sin franquicia,Recogida/entrega del vehículo reparado,Incluido
204,2022-03-25 20:37:39,Seguros Bilbao,Auto,Todo riesgo sin franquicia,Préstamo para la reparación del vehículo,No Incluido
205,2022-03-25 20:37:39,Seguros Bilbao,Auto,Todo riesgo sin franquicia,Insolvencia a terceros,Incluido
206,2022-03-25 20:37:39,Seguros Bilbao,Auto,Todo riesgo sin franquicia,Animales cinegéticos,Incluido
207,2022-03-25 20:37:39,Seguros Bilbao,Auto,Todo riesgo sin franquicia,Fenómenos atmosféricos,Incluido
208,2022-03-25 20:37:39,Seguros Bilbao,Auto,Todo riesgo sin franquicia,Recuperación de puntos,Incluido
209,2022-03-25 20:37:39,Seguros Bilbao,Auto,Todo riesgo sin franquicia,Subsidio,Incluido
210,2022-03-25 20:37:39,Seguros Bilbao,Auto,Premium,RC obligatoria,Incluido
211,2022-03-25 20:37:39,Seguros Bilbao,Auto,Premium,RC complementaria a la suscripción obligatoria,Incluido
212,2022-03-25 20:37:39,Seguros Bilbao,Auto,Premium,RC circulación recintos portuarios,Incluido
213,2022-03-25 20:37:39,Seguros Bilbao,Auto,Premium,R.C. peatón y ciclista,Incluido
214,2022-03-25 20:37:39,Seguros Bilbao,Auto,Premium,RC incendio,Incluido
215,2022-03-25 20:37:39,Seguros Bilbao,Auto,Premium,Defensa jurídica y reclamación,Incluido
216,2022-03-25 20:37:39,Seguros Bilbao,Auto,Premium,Defensa en infracciones administrativas de tráfico,Incluido
217,2022-03-25 20:37:39,Seguros Bilbao,Auto,Premium,Orientación médica telefónica,Incluido
218,2022-03-25 20:37:39,Seguros Bilbao,Auto,Premium,Servicio de alertas de multas de tráfico,Incluido
219,2022-03-25 20:37:39,Seguros Bilbao,Auto,Premium,Asesoría jurídica telefónica,Incluido
220,2022-03-25 20:37:39,Seguros Bilbao,Auto,Premium,Servicio de gestoría,Incluido
221,2022-03-25 20:37:39,Seguros Bilbao,Auto,Premium,Adelanto,Incluido
222,2022-03-25 20:37:39,Seguros Bilbao,Auto,Premium,Rotura de lunas,Incluido
223,2022-03-25 20:37:39,Seguros Bilbao,Auto,Premium,Incendio (1) (2),Incluido
224,2022-03-25 20:37:39,Seguros Bilbao,Auto,Premium,Equipajes y objetos personales incendio,Incluido
225,2022-03-25 20:37:39,Seguros Bilbao,Auto,Premium,Exceso de equipamiento opcional incendio,Incluido
226,2022-03-25 20:37:39,Seguros Bilbao,Auto,Premium,Robo (1) (2),Incluido
227,2022-03-25 20:37:39,Seguros Bilbao,Auto,Premium,Equipajes y objetos personales robo,Incluido
228,2022-03-25 20:37:39,Seguros Bilbao,Auto,Premium,Exceso de equipamiento opcional robo,Incluido
229,2022-03-25 20:37:39,Seguros Bilbao,Auto,Premium,Pérdida total (1),No Incluido
230,2022-03-25 20:37:39,Seguros Bilbao,Auto,Premium,Daños propios (1) (2),Incluido
231,2022-03-25 20:37:39,Seguros Bilbao,Auto,Premium,Daños propios con franquicia (1),No Incluido
232,2022-03-25 20:37:39,Seguros Bilbao,Auto,Premium,Daños propios con franquicia de mantenimiento (1),No Incluido
233,2022-03-25 20:37:39,Seguros Bilbao,Auto,Premium,Equipajes y objetos personales DDPP,Incluido
234,2022-03-25 20:37:39,Seguros Bilbao,Auto,Premium,Exceso de equipamiento opcional DDPP,Incluido
235,2022-03-25 20:37:39,Seguros Bilbao,Auto,Premium,Asistencia en viaje básica,Incluido
236,2022-03-25 20:37:39,Seguros Bilbao,Auto,Premium,Asistencia en viaje amplia,Incluido
237,2022-03-25 20:37:39,Seguros Bilbao,Auto,Premium,Accidentes corporales del conductor,Incluido
238,2022-03-25 20:37:39,Seguros Bilbao,Auto,Premium,Accidentes ocupantes,Incluido
239,2022-03-25 20:37:39,Seguros Bilbao,Auto,Premium,Gastos de sepelio,Incluido
240,2022-03-25 20:37:39,Seguros Bilbao,Auto,Premium,Vehículo de sustitución,Incluido
241,2022-03-25 20:37:39,Seguros Bilbao,Auto,Premium,Limpieza del vehículo,Incluido
242,2022-03-25 20:37:39,Seguros Bilbao,Auto,Premium,Gastos de ITV tras accidente garantizado,Incluido
243,2022-03-25 20:37:39,Seguros Bilbao,Auto,Premium,Servicio de peritación en daños no cubiertos,Incluido
244,2022-03-25 20:37:39,Seguros Bilbao,Auto,Premium,Duplicado de llaves,Incluido
245,2022-03-25 20:37:39,Seguros Bilbao,Auto,Premium,Recogida/entrega del vehículo reparado,Incluido
246,2022-03-25 20:37:39,Seguros Bilbao,Auto,Premium,Préstamo para la reparación del vehículo,No Incluido
247,2022-03-25 20:37:39,Seguros Bilbao,Auto,Premium,Insolvencia a terceros,Incluido
248,2022-03-25 20:37:39,Seguros Bilbao,Auto,Premium,Animales cinegéticos,Incluido
249,2022-03-25 20:37:39,Seguros Bilbao,Auto,Premium,Fenómenos atmosféricos,Incluido
250,2022-03-25 20:37:39,Seguros Bilbao,Auto,Premium,Recuperación de puntos,Incluido
251,2022-03-25 20:37:39,Seguros Bilbao,Auto,Premium,Subsidio,Incluido
